6203100,102595.57,212405,3.9386022239999965E7,0,8668.569905437364,11.835351288526484
6203100,70445.37,212405,3.9386022239999965E7,1,8668.569905437364,8.12652730132719
6203100,70342.47,212405,3.9386022239999965E7,2,8668.569905437364,8.114656831212454
6203100,66546.25,212405,3.9386022239999965E7,3,8668.569905437364,7.676727617811427
6202300,56255.9,212405,3.9386022239999965E7,4,7874.995825617309,7.143610135893652
6202300,53577.62,212405,3.9386022239999965E7,6,7874.995825617309,6.803510907994689
6203100,54717.14,212405,3.9386022239999965E7,5,8668.569905437364,6.312129981864558
6202300,49478.63,212405,3.9386022239999965E7,7,7874.995825617309,6.283003965417524
6203100,49413.97,212405,3.9386022239999965E7,8,8668.569905437364,5.700360098498493
6202300,44200.69,212405,3.9386022239999965E7,10,7874.995825617309,5.612789006975147
6202300,42563.43,212405,3.9386022239999965E7,11,7874.995825617309,5.404882865022157
6190699,47351.87,212405,3.9386022239999965E7,9,8837.492750000001,5.358066064608653
6202300,40411.48,212405,3.9386022239999965E7,12,7874.995825617309,5.131619228106983
6202300,38782.67,212405,3.9386022239999965E7,14,7874.995825617309,4.924786102595792
6190699,40327.8,212405,3.9386022239999965E7,13,8837.492750000001,4.563262583723194
6202300,35377.89,212405,3.9386022239999965E7,17,7874.995825617309,4.492432857540821
6202300,34986.5,212405,3.9386022239999965E7,19,7874.995825617309,4.442732513735328
6203100,37818.93,212405,3.9386022239999965E7,15,8668.569905437364,4.3627646096823955
6202300,33359.5,212405,3.9386022239999965E7,22,7874.995825617309,4.2361292296158135
6203100,35221.68,212405,3.9386022239999965E7,18,8668.569905437364,4.063147714585216
6203100,34978.58,212405,3.9386022239999965E7,20,8668.569905437364,4.035103873138253
6203100,34612.4,212405,3.9386022239999965E7,21,8668.569905437364,3.9928616112663935
6202300,31064.47,212405,3.9386022239999965E7,30,7874.995825617309,3.944696694180775
6202300,30196.43,212405,3.9386022239999965E7,34,7874.995825617309,3.8344693341641167
6203100,32562.09,212405,3.9386022239999965E7,24,8668.569905437364,3.756339321850011
6203100,32000.0,212405,3.9386022239999965E7,25,8668.569905437364,3.6914970230473645
6203100,31638.94,212405,3.9386022239999965E7,28,8668.569905437364,3.649845400699193
6110801,37668.61,212405,3.9386022239999965E7,16,10436.067329192547,3.60946406455529
6202300,28056.55,212405,3.9386022239999965E7,38,7874.995825617309,3.562738396474095
6203100,30216.13,212405,3.9386022239999965E7,33,8668.569905437364,3.48571106071913
6202300,27130.77,212405,3.9386022239999965E7,43,7874.995825617309,3.445178969078788
6203100,29312.73,212405,3.9386022239999965E7,37,8668.569905437364,3.381495485387224
6202300,26410.07,212405,3.9386022239999965E7,46,7874.995825617309,3.3536614602496955
6202300,25984.03,212405,3.9386022239999965E7,50,7874.995825617309,3.299561114111848
3513100,31997.67,212405,3.9386022239999965E7,26,9740.028,3.2851722808189048
6203100,27849.1,212405,3.9386022239999965E7,39,8668.569905437364,3.2126521795171357
6202300,25226.91,212405,3.9386022239999965E7,53,7874.995825617309,3.203418840926497
6203100,27589.55,212405,3.9386022239999965E7,40,8668.569905437364,3.182710677881763
6202300,24804.44,212405,3.9386022239999965E7,59,7874.995825617309,3.1497718283622858
1113502,29728.06,212405,3.9386022239999965E7,36,9479.14619047619,3.1361537634969836
6203100,27153.58,212405,3.9386022239999965E7,42,8668.569905437364,3.1324174917212018
6202300,24346.48,212405,3.9386022239999965E7,61,7874.995825617309,3.091618146742512
6203100,26197.28,212405,3.9386022239999965E7,47,8668.569905437364,3.0220994103730705
6202300,23784.26,212405,3.9386022239999965E7,65,7874.995825617309,3.0202250930254415
6203100,26118.34,212405,3.9386022239999965E7,48,8668.569905437364,3.0129929486543405
6202300,23619.48,212405,3.9386022239999965E7,68,7874.995825617309,2.9993006374893545
6202300,23006.26,212405,3.9386022239999965E7,72,7874.995825617309,2.9214313898631907
6203100,25270.45,212405,3.9386022239999965E7,52,8668.569905437364,2.915180967064602
6202300,22894.49,212405,3.9386022239999965E7,73,7874.995825617309,2.9072383664667325
6202300,22791.99,212405,3.9386022239999965E7,74,7874.995825617309,2.8942224865513975
6202300,22640.92,212405,3.9386022239999965E7,76,7874.995825617309,2.8750389843191075
6202300,22230.0,212405,3.9386022239999965E7,80,7874.995825617309,2.822858639199015
6202300,22041.87,212405,3.9386022239999965E7,82,7874.995825617309,2.7989691027261174
6202300,21941.15,212405,3.9386022239999965E7,83,7874.995825617309,2.7861792546766293
6203100,23954.47,212405,3.9386022239999965E7,64,8668.569905437364,2.763370459177419
6203100,23773.11,212405,3.9386022239999965E7,66,8668.569905437364,2.7424488997992977
6203100,23417.51,212405,3.9386022239999965E7,70,8668.569905437364,2.7014271391306837
6203100,22131.45,212405,3.9386022239999965E7,81,8668.569905437364,2.5530681809600497
6120501,24880.66,212405,3.9386022239999965E7,58,9789.134200000008,2.54166093667405
6203100,21687.75,212405,3.9386022239999965E7,85,8668.569905437364,2.5018832675498586
6203100,21415.14,212405,3.9386022239999965E7,89,8668.569905437364,2.4704351736919543
6120501,24120.84,212405,3.9386022239999965E7,63,9789.134200000008,2.4640422234685455
6203100,21302.94,212405,3.9386022239999965E7,91,8668.569905437364,2.4574918622548942
6203100,21267.03,212405,3.9386022239999965E7,92,8668.569905437364,2.4533493104393433
6110801,25195.95,212405,3.9386022239999965E7,54,10436.067329192547,2.4143146268824855
6110801,22550.06,212405,3.9386022239999965E7,77,10436.067329192547,2.1607813833206393
4212000,26430.56,212405,3.9386022239999965E7,45,12350.670000000002,2.140010218069141
3600601,31043.0,212405,3.9386022239999965E7,31,15097.036666666669,2.056231344296927
2029100,25169.95,212405,3.9386022239999965E7,55,13101.161666666669,1.9211998630655778
1042200,33017.04,212405,3.9386022239999965E7,23,19323.362727272724,1.7086591224311187
4912403,27042.99,212405,3.9386022239999965E7,44,15885.117142857142,1.70241048629346
1042200,31892.47,212405,3.9386022239999965E7,27,19323.362727272724,1.6504616950023618
3600601,24418.79,212405,3.9386022239999965E7,60,15097.036666666669,1.6174558318398466
1042200,31074.5,212405,3.9386022239999965E7,29,19323.362727272724,1.6081310711070949
1042200,30914.55,212405,3.9386022239999965E7,32,19323.362727272724,1.5998535263413358
1042200,30087.49,212405,3.9386022239999965E7,35,19323.362727272724,1.5570524874293716
2073800,22433.73,212405,3.9386022239999965E7,79,14807.33,1.5150422122016596
2731700,23612.82,212405,3.9386022239999965E7,69,16666.864444444444,1.416752387871664
1042200,27217.37,212405,3.9386022239999965E7,41,19323.362727272724,1.4085214040714447
4912403,21909.78,212405,3.9386022239999965E7,84,15885.117142857142,1.3792646162418696
2731700,22652.15,212405,3.9386022239999965E7,75,16666.864444444444,1.3591128718605874
1042200,26027.98,212405,3.9386022239999965E7,49,19323.362727272724,1.346969488041772
4912403,21315.28,212405,3.9386022239999965E7,90,15885.117142857142,1.3418396482889374
1042200,25143.43,212405,3.9386022239999965E7,56,19323.362727272724,1.3011932940902111
1042200,25031.52,212405,3.9386022239999965E7,57,19323.362727272724,1.2954018590496603
1042200,24253.8,212405,3.9386022239999965E7,62,19323.362727272724,1.2551542059378995
1042200,23763.15,212405,3.9386022239999965E7,67,19323.362727272724,1.2297626627098928
1042200,22456.13,212405,3.9386022239999965E7,78,19323.362727272724,1.1621232969096902
1042200,21613.82,212405,3.9386022239999965E7,88,19323.362727272724,1.1185330578872048
2862300,21631.03,212405,3.9386022239999965E7,86,21631.03,1.0
6120599,21626.36,212405,3.9386022239999965E7,87,21626.36,1.0
2759799,23200.0,212405,3.9386022239999965E7,71,23200.0,1.0
6190602,25904.16,212405,3.9386022239999965E7,51,25904.16,1.0
